Review_Title,Review_Content,Date,Product_Name
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,The is exactly as the one I ordered in the description.,N/A,Tecno_POP10
improve your battery,Battery no too strong,N/A,Tecno_POP10
I like it,So good and somoth,N/A,Tecno_POP10
It’s great,It’s durable and last longer for the battery life span,N/A,Tecno_POP10
The camera,The phone is perfect....I love everything about it,N/A,Tecno_POP10
phone,I love the texture of the color,N/A,Tecno_POP10
What a good package,It works well and come as expected,N/A,Tecno_POP10
I love it!,I love it!,N/A,Tecno_POP10
Love ???? it,Very good ????,N/A,Tecno_POP10
good product,Internet connection is weak,N/A,Tecno_POP10
I like it,Perfect,N/A,Tecno_POP10
amazing product,It's very good ???? and it's what I offer for,N/A,Tecno_POP10
is good,Good,N/A,Tecno_POP10
I like the phone,"The phone is good, fast finger print sensor and very light not too havy, I really love it",N/A,Tecno_POP10
it is good,The person I bought the phone for liked it he was happy,N/A,Tecno_POP10
Cool,Working perfectly,N/A,Tecno_POP10
good phone,Phone works dine,N/A,Tecno_POP10
tecno pop10,I like everything work perfectly,N/A,Tecno_POP10
tecno pop10,I like everything work perfectly,N/A,Tecno_POP10
I love it.,Great product!,N/A,Tecno_POP10
great,Great,N/A,Tecno_POP10
Quality Product,"I love the phone so much, the battery is very strong, I just enjoy everything about the phone, I will be getting it for my family too..",N/A,Tecno_POP10
It’s always hanging,It’s so bad,N/A,Tecno_POP10
good and fast,Excellent,N/A,Tecno_POP10
Good average,"Fast internet , smooth operation",N/A,Tecno_POP10
Because you dont disappoint,It's absolutely gorgeous,N/A,Tecno_POP10
Good product,The phone is working well,N/A,Tecno_POP10
I like it!,"Seen as prescribed what I ordered what I got, the phone is really nice and working perfectly!",N/A,Tecno_POP10
good phone,I bought it for my girl and so much love the phone,N/A,Tecno_POP10
Very efficient,The product is top notch aside the storage specifications and the camera has to be the best I have seen from Android ever,N/A,Tecno_POP10
Always hanging,"Phone always lags and hangs, I do not recommend",N/A,Tecno_POP10
fair price,It's a good product for a starter. No much expectations ????,N/A,Tecno_POP10
Very Good,I love everything about it????,N/A,Tecno_POP10
The camera,Working perfectly no issues with it,N/A,Tecno_POP10
good product,Top notch device,N/A,Tecno_POP10
good product,It works fine,N/A,Tecno_POP10
great device,Works perfectly,N/A,Tecno_POP10
For now I really love it,For now I really love it,N/A,Tecno_POP10
Good phone,Worth the price,N/A,Tecno_POP10
very fast,The slim and the smoothness.,N/A,Tecno_POP10
very good,The battery is just like power bank,N/A,Tecno_POP10
It's good,The phone works fine,N/A,Tecno_POP10
Nice,Nice phone,N/A,Tecno_POP10
smart,"Everything about it, is lite. ... Especially the cam",N/A,Tecno_POP10
perfect,Perfect,N/A,Tecno_POP10
lovelyfor the price,"My customer loves it, this is the second time I'm buying",N/A,Tecno_POP10
"very light, and it perform beyond expectation",Very past,N/A,Tecno_POP10
Nice phone,The phone is good,N/A,Tecno_POP10
Nice phone,"The phone is nice, I bought it for my aunty a week ago and she didn't have any complaints since then...",N/A,Tecno_POP10
love it,It's 4.5gb not 3gb,N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
Excllent,Very good and light... Keep it up...,N/A,Tecno_POP10
Nice buy,Couldn't use the free gift data attached,N/A,Tecno_POP10
Good camera too,Good phone,N/A,Tecno_POP10
I like it,It's nice ....and it's a quality phone I would recommend....,N/A,Tecno_POP10
NICE,"It's a lovely budget phone, it really serves its purpose",N/A,Tecno_POP10
I like it,Is a good product,N/A,Tecno_POP10
i like the build,Nice display,N/A,Tecno_POP10
the phone is slow is operating,The phone is slow in operating,N/A,Tecno_POP10
I love it,Beautiful ????,N/A,Tecno_POP10
Performance,I love it,N/A,Tecno_POP10
